ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at
59.120.176.59,mail.tmi.com.tw.,TW,Taipei,sorry,,false,0.88,2019-04-10T09:46:03Z,2015-01-08T02:08:53Z
82.198.189.24,ns1.global1.ru.,RU,Moscow,,,false,0.85,2019-04-10T09:46:02Z,2015-01-08T02:09:53Z
195.238.110.57,,UA,Khmelnytskyi,,,false,0.89,2019-04-10T09:46:04Z,2015-01-08T02:10:18Z
212.80.57.204,204-57-80-212.dhcp.homenet.adamant.net.,UA,Kyiv,dnsmasq-2.45,,false,0.86,2019-04-10T09:46:03Z,2015-01-08T02:11:28Z
59.125.13.73,www.sendsheen.com.tw.,TW,,9.8.2rc1-RedHat-9.8.2-0.47.rc1.el6_8.3,,true,0.89,2019-04-10T09:46:04Z,2015-01-08T02:11:48Z
89.109.252.31,ipoe-static.mosoblast.rt.ru.,RU,Kolomna,,,false,0.88,2019-04-10T09:46:03Z,2015-01-08T02:11:59Z
202.161.69.18,202-161-69-18.static.tpgi.com.au.,AU,Rosebery,unbound,,false,0.67,2019-04-10T09:46:05Z,2015-01-08T02:12:02Z
185.13.77.251,insalfacs.cat.,ES,Tortosa,,,false,0.90,2019-04-10T09:46:06Z,2015-01-08T02:12:16Z
89.249.12.243,,DK,Horsens,,,false,0.95,2019-04-10T09:46:03Z,2015-01-08T02:12:17Z
122.1.91.2,,JP,Hiroshima,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.89,2019-04-10T09:46:05Z,2015-01-08T02:13:20Z
91.230.243.3,plank.chrisw.net.,GB,,dnsmasq-2.48,,false,0.88,2019-04-10T09:46:03Z,2015-01-08T02:14:08Z
115.160.156.42,,HK,Central,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.2,,false,0.86,2019-04-10T09:46:04Z,2015-01-08T02:14:26Z
203.21.194.21,lis-itt-sis99.ncahs.health.nsw.gov.au.,AU,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.87,2019-04-10T09:46:05Z,2015-01-08T02:17:55Z
220.130.135.86,220-130-135-86.HINET-IP.hinet.net.,TW,Taipei,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.12,,false,0.73,2019-04-10T09:46:05Z,2015-01-08T02:18:33Z
134.39.190.4,ns3.columbiabasin.edu.,US,Pasco,,,false,0.90,2019-04-10T09:46:04Z,2015-01-08T02:20:19Z
118.129.88.231,mail.pistamco.co.kr.,KR,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.90,2019-04-10T09:46:05Z,2015-01-08T02:20:31Z
195.209.144.228,,RU,,Microsoft DNS 6.0.6001 (17714726),,false,0.90,2019-04-10T09:46:03Z,2015-01-08T02:23:53Z
213.74.118.130,host-213-74-118-130.superonline.net.,TR,Istanbul,Microsoft DNS 6.1.7601 (1DB1446A),,false,0.95,2019-04-10T09:46:07Z,2015-01-08T02:26:11Z
159.224.36.70,70.36.224.159.triolan.net.,UA,Kharkiv,,,false,0.78,2019-04-10T09:46:03Z,2015-01-08T02:27:34Z
59.120.193.163,59-120-193-163.HINET-IP.hinet.net.,TW,Taipei,,,false,0.88,2019-04-10T09:46:05Z,2015-01-08T02:30:33Z
84.1.251.253,,HU,,,,false,0.86,2019-04-10T09:46:04Z,2015-01-08T02:31:39Z
80.88.99.79,79.99.88.80.sta.ac-net.se.,SE,Storuman,9.8.2rc1-RedHat-9.8.2-0.68.rc1.el6_10.1,,true,0.91,2019-04-10T09:46:04Z,2015-01-08T02:31:52Z
109.228.4.87,server109-228-4-87.live-servers.net.,GB,,Microsoft DNS 6.1.7601 (1DB1446A),,false,0.89,2019-04-10T09:46:04Z,2015-01-08T02:32:16Z
112.121.178.189,,HK,Cheung Sha Wan,dnsmasq-2.48,,true,0.86,2019-04-10T09:46:06Z,2015-01-08T02:32:34Z
210.136.54.58,,JP,," ",,false,0.80,2019-04-10T09:46:12Z,2015-01-08T02:34:58Z
24.199.154.91,merchantware.com.,US,Apex,Microsoft DNS 6.0.6002 (17724D35),,false,0.94,2019-04-10T09:46:05Z,2015-01-08T02:35:16Z
70.74.70.138,S0106d4ca6dd07ea4.nb.shawcable.net.,CA,Dawson Creek,,,false,0.88,2019-04-10T09:46:05Z,2015-01-08T02:35:39Z
59.125.176.88,59-125-176-88.HINET-IP.hinet.net.,TW,Taipei,,,false,0.85,2019-04-10T09:46:06Z,2015-01-08T02:37:08Z
81.18.208.206,81-18-208-206.static.chello.pl.,PL,Siedlce,dnsmasq-2.76,,false,0.93,2019-04-10T09:46:05Z,2015-01-08T02:38:03Z
118.163.203.233,118-163-203-233.HINET-IP.hinet.net.,TW,Chang-hua,x.x.x,,false,0.87,2019-04-10T09:46:07Z,2015-01-08T02:38:25Z
83.206.252.208,,FR,Roissy-en-Brie,Microsoft DNS 6.0.6002 (17724C46),,false,0.95,2019-04-10T09:46:08Z,2015-01-08T02:42:25Z
218.227.140.94,FLH9Aad014.hrs.mesh.ad.jp.,JP,,nskw,,false,0.94,2019-04-10T09:46:07Z,2015-01-08T02:42:26Z
118.140.4.4,,HK,Central,9.3.6-P1,,false,0.91,2019-04-10T09:46:07Z,2015-01-08T02:43:18Z
91.82.63.155,,HU,Békéscsaba,,,false,0.86,2019-04-10T09:46:14Z,2015-01-08T02:43:22Z
186.73.138.146,,PA,,,,false,0.88,2019-04-10T09:46:06Z,2015-01-08T02:43:34Z
107.6.45.4,,US,Santa Ana,dnsmasq-2.48,,true,0.80,2019-04-10T09:46:06Z,2015-01-08T02:44:00Z
125.141.231.15,,KR,,,,false,0.91,2019-04-10T09:46:10Z,2015-01-08T02:45:26Z
80.242.44.90,stargate2.axalnet.sk.,SK,Topoľčany,dnsmasq-2.48,,true,0.91,2019-04-10T09:46:05Z,2015-01-08T02:46:08Z
118.69.35.192,,VN,Ho Chi Minh City,dnsmasq-2.76,,false,0.91,2019-04-10T09:46:07Z,2015-01-08T02:46:42Z
87.98.216.195,titien.squarepartners.com.,FR,,9.3.5-P1,,false,0.92,2019-04-10T09:46:05Z,2015-01-08T02:49:29Z
210.59.13.1,ns.tnvs.tn.edu.tw.,TW,,,,false,0.89,2019-04-10T09:46:08Z,2015-01-08T02:49:32Z
195.138.85.216,195-138-85-216.broadband.tenet.odessa.ua.,UA,Odesa,dnsmasq-2.45,,true,0.87,2019-04-10T09:46:06Z,2015-01-08T02:49:55Z
190.181.5.187,static-190-181-5-187.acelerate.net.,BO,,,,false,0.89,2019-04-10T09:46:07Z,2015-01-08T02:50:13Z
185.42.61.3,3.binat-pool.smarthome.spb.ru.,RU,St Petersburg,,,false,0.87,2019-04-10T09:46:08Z,2015-01-08T02:51:36Z
95.167.0.1,,RU,,,,false,0.87,2019-04-10T09:46:06Z,2015-01-08T02:52:48Z
125.141.231.71,,KR,,,,false,0.89,2019-04-10T09:46:10Z,2015-01-08T02:53:04Z
202.164.44.246,,IN,Khanna,dnsmasq-2.59,,false,0.83,2019-04-10T09:46:08Z,2015-01-08T02:53:59Z
187.12.219.106,,BR,Rio de Janeiro,,,true,0.86,2019-04-10T09:46:07Z,2015-01-08T02:54:12Z
164.100.138.248,,IN,Shimla,Microsoft DNS 6.0.6001 (17714726),,false,0.76,2019-04-10T09:46:08Z,2015-01-08T02:57:26Z
203.236.20.11,gate2.sktelecom.com.,KR,,,,false,0.88,2019-04-10T09:46:09Z,2015-01-08T02:57:46Z
203.71.0.1,,TW,,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.89,2019-04-10T09:46:11Z,2015-01-08T02:58:12Z
121.123.135.35,,MY,Cyberjaya,,,false,0.85,2019-04-10T09:46:09Z,2015-01-08T02:58:13Z
211.135.41.50,,JP,,Microsoft DNS 6.0.6002 (17725FAC),,false,0.95,2019-04-10T09:46:09Z,2015-01-08T02:58:16Z
60.250.90.74,mail.long-yue.com.,TW,Taipei,9.4.1,,false,0.89,2019-04-10T09:46:09Z,2015-01-08T03:00:16Z
80.15.159.114,lmontsouris-656-1-58-114.w80-15.abo.wanadoo.fr.,FR,,Orange,,false,0.74,2019-04-10T09:46:07Z,2015-01-08T03:03:13Z
112.171.175.135,,KR,,,,false,0.95,2019-04-10T09:46:11Z,2015-01-08T03:04:05Z
38.105.12.35,,US,,dnsmasq-2.48,,true,0.88,2019-04-10T09:46:07Z,2015-01-08T03:04:14Z
5.100.119.207,5-100-119-207.ipoe.vladlink.net.,RU,Vladivostok,dnsmasq-2.55,,false,0.86,2019-04-10T09:46:09Z,2015-01-08T03:06:44Z
79.190.224.66,isr66.internetdsl.tpnet.pl.,PL,Wawer,,,false,0.89,2019-04-10T09:46:07Z,2015-01-08T03:08:37Z
211.110.10.36,,KR,,,,false,0.87,2019-04-10T09:46:12Z,2015-01-08T03:08:38Z
134.39.190.58,ns4.columbiabasin.edu.,US,Pasco,,,false,0.88,2019-04-10T09:46:09Z,2015-01-08T03:11:33Z
211.22.52.244,211-22-52-244.HINET-IP.hinet.net.,TW,Taipei,9.8.2rc1-RedHat-9.8.2-0.23.rc1.el6_5.1,,false,0.89,2019-04-10T09:46:09Z,2015-01-08T03:11:44Z
46.37.5.190,host190-5-37-46.serverdedicati.aruba.it.,IT,Arezzo,Microsoft DNS 6.0.6002 (17725FAC),,false,0.90,2019-04-10T09:46:08Z,2015-01-08T03:11:59Z
37.187.155.47,www.citexpress.net.,FR,,,,false,0.89,2019-04-10T09:46:07Z,2015-01-08T03:13:30Z
218.161.114.148,218-161-114-148.HINET-IP.hinet.net.,TW,Kaohsiung City,9.9.3-rl.156.01-P1-RedHat-9.9.3-3.P1.fc17,,true,0.88,2019-04-10T09:46:09Z,2015-01-08T03:14:54Z
91.230.243.11,mx1.chrisw.net.,GB,,dnsmasq-2.48,,true,0.87,2019-04-10T09:46:08Z,2015-01-08T03:15:39Z
219.252.183.186,mail.edongapen.com.,KR,,,,false,0.88,2019-04-10T09:46:19Z,2015-01-08T03:15:58Z
79.187.195.58,hhn58.internetdsl.tpnet.pl.,PL,Wola Rzedzinska,,,false,0.86,2019-04-10T09:46:08Z,2015-01-08T03:17:23Z
120.29.247.237,ldaps.lcgs.tas.edu.au.,AU,Launceston,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.79,2019-04-10T09:46:10Z,2015-01-08T03:18:02Z
92.86.10.222,,RO,Ploieşti,,,false,0.92,2019-04-10T09:46:08Z,2015-01-08T03:20:43Z
210.209.54.4,4.54.209.210-twnap.,TW,,,,false,0.88,2019-04-10T09:46:10Z,2015-01-08T03:25:50Z
211.233.58.67,,KR,,9.3.6-P1-RedHat-9.3.6-20.P1.el5_8.1,,false,0.87,2019-04-10T09:46:13Z,2015-01-08T03:25:59Z
103.23.150.89,ns9.maharashtra.gov.in.,IN,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.85,2019-04-10T09:46:10Z,2015-01-08T03:26:56Z
211.75.163.7,211-75-163-7.HINET-IP.hinet.net.,TW,Taipei,,,false,0.89,2019-04-10T09:46:10Z,2015-01-08T03:27:17Z
213.130.118.107,ns2.qmc.qa.,QA,Doha,,,false,0.88,2019-04-10T09:46:10Z,2015-01-08T03:28:58Z
212.58.7.96,rev.96.7.58.212.doruk.net.tr.,TR,,,,false,0.88,2019-04-10T09:46:09Z,2015-01-08T03:30:06Z
203.211.131.27,ron.denron.com.sg.,SG,,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.90,2019-04-10T09:46:16Z,2015-01-08T03:31:04Z
183.100.83.58,,KR,Pyeongtaek-si,,,true,0.86,2019-04-10T09:46:13Z,2015-01-08T03:32:27Z
94.182.192.222,94-182-192-222.shatel.ir.,IR,,,,false,0.88,2019-04-10T09:46:10Z,2015-01-08T03:35:01Z
77.105.0.17,,RS,Belgrade,,,false,0.87,2019-04-10T09:46:09Z,2015-01-08T03:35:59Z
118.140.3.165,,HK,Central,dnsmasq-2.70,,false,0.87,2019-04-10T09:46:10Z,2015-01-08T03:36:10Z
212.204.55.162,mail.skn.de.,DE,Berlin,dnsmasq-2.63rc6,,false,0.89,2019-04-10T09:46:09Z,2015-01-08T03:36:57Z
216.105.185.183,183.185-24.cm.ptn.tftn.dynamic.friendlycity.net.,US,Tifton,9.9.4-RedHat-9.9.4-72.el7,,false,0.88,2019-04-10T09:46:10Z,2015-01-08T03:41:46Z
62.219.165.91,bzq-165-91.dsl.bezeqint.net.,IL,Tel Aviv,dnsmasq-2.50,,true,0.88,2019-04-10T09:46:10Z,2015-01-08T03:42:25Z
212.3.137.82,,RU,Vyaz'ma,,,false,0.91,2019-04-10T09:46:12Z,2015-01-08T03:45:04Z
91.200.0.15,mail.or.net.ua.,UA,Kyiv,9.8.2rc1-RedHat-9.8.2-0.30.rc1.el6,,false,0.90,2019-04-10T09:46:10Z,2015-01-08T03:49:35Z
210.100.192.2,,KR,,,,false,0.88,2019-04-10T09:46:14Z,2015-01-08T03:50:06Z
110.74.63.81,p110-74-63-81.sub.ne.jp.,JP,Asaka,,,false,0.85,2019-04-10T09:46:12Z,2015-01-08T03:50:20Z
189.52.29.122,,BR,,dnsmasq-2.47,,true,0.89,2019-04-10T09:46:12Z,2015-01-08T03:50:20Z
93.91.140.127,h127-ipv4-93-91-140.mynet.it.,IT,Commessaggio,,,true,0.81,2019-04-10T09:46:10Z,2015-01-08T03:51:29Z
112.216.175.94,,KR,Seoul,,,false,0.82,2019-04-10T09:46:13Z,2015-01-08T03:52:15Z
188.94.229.165,ip-229-165.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:13Z,2015-01-08T03:53:01Z
46.170.112.202,oui202.internetdsl.tpnet.pl.,PL,,,,false,0.89,2019-04-10T09:46:11Z,2015-01-08T03:53:38Z
72.92.88.10,static-72-92-88-10.phlapa.fios.verizon.net.,US,Coatesville,,,false,0.78,2019-04-10T09:46:11Z,2015-01-08T03:54:43Z
220.134.113.246,220-134-113-246.HINET-IP.hinet.net.,TW,Taipei,,,false,0.89,2019-04-10T09:46:13Z,2015-01-08T03:55:17Z
87.101.216.182,mx5.alireza.com.,SA,,9.9.4-RedHat-9.9.4-72.el7,,true,0.88,2019-04-10T09:46:11Z,2015-01-08T03:56:04Z
210.6.43.124,210006043124.ctinets.com.,HK,Central,dnsmasq-2.40,,true,0.86,2019-04-10T09:46:12Z,2015-01-08T03:57:33Z
91.235.200.126,,CZ,Teplice,,,false,0.89,2019-04-10T09:46:11Z,2015-01-08T03:57:55Z
46.254.235.25,host25-235-254-46.soho.nordext.net.,IT,Pasian di Prato,,,false,0.90,2019-04-10T09:46:11Z,2015-01-08T03:58:00Z
220.128.135.12,220-128-135-12.HINET-IP.hinet.net.,TW,Taipei,Microsoft DNS 6.0.6002 (17724655),,false,0.89,2019-04-10T09:46:19Z,2015-01-08T03:58:24Z
129.78.220.129,pc-129.cmri.usyd.edu.au.,AU,Sydney,Microsoft DNS 6.0.6002 (17725FAC),,false,0.89,2019-04-10T09:46:13Z,2015-01-08T04:01:04Z
195.211.84.210,195-211-84-210.wenet.lviv.ua.,UA,Lviv,,,false,0.88,2019-04-10T09:46:11Z,2015-01-08T04:02:46Z
80.255.90.250,pool-80-255-90-250.is74.ru.,RU,Plast,9.11.2-P1,,true,0.91,2019-04-10T09:46:11Z,2015-01-08T04:06:27Z
177.189.210.113,177-189-210-113.dsl.telesp.net.br.,BR,São Paulo,,,false,0.84,2019-04-10T09:46:21Z,2015-01-08T04:07:14Z
220.117.207.4,,KR,Gwangju,,,false,0.88,2019-04-10T09:46:16Z,2015-01-08T04:10:06Z
41.214.128.34,mail1.sorexi.ma.,MA,Casablanca,,,false,0.96,2019-04-10T09:46:17Z,2015-01-08T04:10:24Z
49.50.8.20,ip-50-8-1.masterweb.net.,ID,,,,false,0.84,2019-04-10T09:46:14Z,2015-01-08T04:11:54Z
191.102.248.33,host33-248-102-191.ipred.com.ar.,AR,,,,false,0.87,2019-04-10T09:46:14Z,2015-01-08T04:14:34Z
188.94.229.137,ip-229-137.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:12Z,2015-01-08T04:14:46Z
125.227.186.205,125-227-186-205.HINET-IP.hinet.net.,TW,Taipei,,,false,0.87,2019-04-10T09:46:14Z,2015-01-08T04:14:47Z
198.125.160.95,pcpoccm01.lns.mit.edu.,US,Cambridge,dnsmasq-2.48,,false,0.80,2019-04-10T09:46:13Z,2015-01-08T04:14:58Z
80.179.155.25,80.179.155.25.static.hosting.spd.co.il.,IL,,9.3.6-P1-RedHat-9.3.6-4.P1.el5,,false,0.89,2019-04-10T09:46:12Z,2015-01-08T04:15:07Z
121.50.52.51,ns1.foresightwave.net.,JP,,,,false,0.89,2019-04-10T09:46:14Z,2015-01-08T04:16:11Z
203.198.68.197,197.68.198.203.static.netvigator.com.,HK,,,,false,0.88,2019-04-10T09:46:18Z,2015-01-08T04:17:46Z
187.1.175.81,,BR,Jaboatao dos Guararapes,,,false,0.86,2019-04-10T09:46:14Z,2015-01-08T04:17:47Z
86.53.30.97,,GB,Ilford,,,false,0.89,2019-04-10T09:46:12Z,2015-01-08T04:20:47Z
125.135.230.233,,KR,Yangsan,,,false,0.82,2019-04-10T09:46:25Z,2015-01-08T04:20:48Z
213.91.235.242,213-91-235-242.ip.btc-net.bg.,BG,Stara Zagora,dnsmasq-2.62,,false,0.87,2019-04-10T09:46:13Z,2015-01-08T04:22:23Z
213.195.235.2,213.195.235.2.ptcomp.cz.,CZ,Rozmital pod Tremsinem,dnsmasq-2.35,,false,0.89,2019-04-10T09:46:13Z,2015-01-08T04:22:51Z
204.15.186.189,H189.C186.tor.switchworks.net.,CA,Oakville,,,false,0.89,2019-04-10T09:46:21Z,2015-01-08T04:23:33Z
123.49.44.15,host15.btcl.net.bd.,BD,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.2,,false,0.88,2019-04-10T09:46:15Z,2015-01-08T04:23:45Z
103.23.150.88,ns8.maharashtra.gov.in.,IN,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.87,2019-04-10T09:46:15Z,2015-01-08T04:25:20Z
77.77.56.36,,BG,Sofia,,,false,0.86,2019-04-10T09:46:20Z,2015-01-08T04:26:17Z
59.124.16.34,mail.suntium.com.tw.,TW,Taipei,,,false,0.88,2019-04-10T09:46:15Z,2015-01-08T04:27:19Z
194.187.240.10,dnsproxy2.gnl.net.,DE,,9.10.3-P4-Debian,,true,0.90,2019-04-10T09:46:13Z,2015-01-08T04:28:20Z
66.29.193.210,mail.secfiling.com.,US,,Microsoft DNS 6.0.6001 (17714726),,false,0.79,2019-04-10T09:46:14Z,2015-01-08T04:28:43Z
89.47.94.11,,RO,,,,false,0.87,2019-04-10T09:46:14Z,2015-01-08T04:29:31Z
196.40.24.164,ns.cefa.co.cr.,CR,,Microsoft DNS 6.1.7601 (1DB15CD4),,false,0.89,2019-04-10T09:46:17Z,2015-01-08T04:31:49Z
203.45.116.220,gjcair2.lnk.telstra.net.,AU,Gungahlin,unknown,,false,0.73,2019-04-10T09:46:17Z,2015-01-08T04:32:17Z
212.219.149.253,muppet.s-cheshire.ac.uk.,GB,Crewe,,,false,0.96,2019-04-10T09:46:14Z,2015-01-08T04:33:45Z
207.67.115.254,207-67-115-254.static.ctl.one.,US,Milwaukee,,,false,0.82,2019-04-10T09:46:15Z,2015-01-08T04:36:36Z
14.63.216.84,laontrip.com.,KR,,,,false,0.90,2019-04-10T09:46:18Z,2015-01-08T04:36:57Z
188.94.229.73,ip-229-73.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:14Z,2015-01-08T04:36:58Z
213.215.85.239,239-85.cora.sk.,SK,Nové Mesto nad Váhom,,,false,0.87,2019-04-10T09:46:14Z,2015-01-08T04:37:47Z
101.78.230.190,,HK,Central,,,false,0.86,2019-04-10T09:46:16Z,2015-01-08T04:37:54Z
220.110.97.42,,JP,,,,false,0.90,2019-04-10T09:46:18Z,2015-01-08T04:38:09Z
96.56.254.12,ool-6038fe0c.static.optonline.net.,US,Wanaque,Microsoft DNS 6.1.7601 (1DB15B4F),,false,0.77,2019-04-10T09:46:16Z,2015-01-08T04:38:11Z
211.22.53.222,211-22-53-222.HINET-IP.hinet.net.,TW,Taipei,dnsmasq-2.48,,false,0.87,2019-04-10T09:46:16Z,2015-01-08T04:38:25Z
203.223.40.226,,KH,,,,false,0.64,2019-04-10T09:46:16Z,2015-01-08T04:41:17Z
184.71.106.114,,CA,Kelowna,,,false,0.88,2019-04-10T09:46:16Z,2015-01-08T04:41:17Z
118.163.88.48,mail.elecinic.com.tw.,TW,Taipei,,,false,0.89,2019-04-10T09:46:17Z,2015-01-08T04:41:35Z
220.130.45.46,220-130-45-46.HINET-IP.hinet.net.,TW,Hsinchu,9.3.4,,false,0.88,2019-04-10T09:46:17Z,2015-01-08T04:43:35Z
91.93.150.194,outlook.enocta.com.,TR,Ankara,,,false,0.69,2019-04-10T09:46:15Z,2015-01-08T04:43:56Z
203.28.116.200,inetservices.parks.vic.gov.au.,AU,,,,false,0.94,2019-04-10T09:46:17Z,2015-01-08T04:45:09Z
14.49.161.78,,KR,Jeju City,,,false,0.89,2019-04-10T09:46:20Z,2015-01-08T04:45:57Z
118.163.96.226,118-163-96-226.HINET-IP.hinet.net.,TW,Taipei,dnsmasq-2.40,,false,0.85,2019-04-10T09:46:17Z,2015-01-08T04:46:10Z
213.242.237.69,,RU,,,,false,0.88,2019-04-10T09:46:16Z,2015-01-08T04:47:42Z
24.100.136.104,,US,Greenville,,,false,0.89,2019-04-10T09:46:17Z,2015-01-08T04:48:39Z
94.73.161.36,94-73-161-36.cizgi.net.tr.,TR,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.87,2019-04-10T09:46:17Z,2015-01-08T04:50:00Z
188.94.229.81,ip-229-81.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:17Z,2015-01-08T04:52:46Z
59.120.16.38,59-120-16-38.HINET-IP.hinet.net.,TW,Taipei,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.90,2019-04-10T09:46:19Z,2015-01-08T04:53:17Z
85.11.35.29,ip28.pitecom.riksnet.se.,SE,Piteå,Microsoft DNS 6.1.7601 (1DB15B4F),,false,0.84,2019-04-10T09:46:17Z,2015-01-08T04:54:32Z
109.104.94.133,timharriesandpartners.co.uk.,GB,,,,false,0.88,2019-04-10T09:46:20Z,2015-01-08T04:55:51Z
95.173.170.82,8298p4mx.ni.net.tr.,TR,,,,false,0.91,2019-04-10T09:46:17Z,2015-01-08T04:56:36Z
121.144.170.26,,KR,Busan,,,false,0.88,2019-04-10T09:46:21Z,2015-01-08T04:57:13Z
114.207.246.239,,KR,Incheon,,,false,0.89,2019-04-10T09:46:22Z,2015-01-08T04:58:16Z
82.177.141.1,,PL,,9.10.3-P4-Debian,,false,0.83,2019-04-10T09:46:17Z,2015-01-08T04:58:49Z
203.125.141.221,,SG,,,,false,0.89,2019-04-10T09:46:18Z,2015-01-08T04:58:59Z
24.222.135.9,blk-222-135-9.eastlink.ca.,CA,Souris,,,false,0.87,2019-04-10T09:46:18Z,2015-01-08T04:59:49Z
118.163.114.144,118-163-114-144.HINET-IP.hinet.net.,TW,Taipei,dnsmasq-2.48,,false,0.87,2019-04-10T09:46:19Z,2015-01-08T04:59:51Z
193.169.132.11,ns1.r117.com.,UA,,Bind,,false,0.89,2019-04-10T09:46:17Z,2015-01-08T04:59:53Z
188.94.229.141,ip-229-141.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:18Z,2015-01-08T05:03:15Z
188.190.59.91,host-188-190-59-91.la.net.ua.,UA,Dnipro,,,false,0.89,2019-04-10T09:46:18Z,2015-01-08T05:05:58Z
101.78.230.189,,HK,Central,,,false,0.88,2019-04-10T09:46:20Z,2015-01-08T05:05:59Z
200.5.80.178,mail2.meridian.com.ar.,AR,Mercedes,dnsmasq-2.47,,true,0.88,2019-04-10T09:46:19Z,2015-01-08T05:06:56Z
188.190.59.83,host-188-190-59-83.la.net.ua.,UA,Dnipro,,,false,0.90,2019-04-10T09:46:18Z,2015-01-08T05:08:37Z
188.126.60.67,,RU,Domodedovo,,,false,0.90,2019-04-10T09:46:18Z,2015-01-08T05:11:34Z
188.94.228.237,ip-228-237.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:19Z,2015-01-08T05:11:42Z
84.91.2.114,mx2.ftsmf.pt.,PT,Sangalhos,Microsoft DNS 6.1.7601 (1DB15CD4),,false,0.91,2019-04-10T09:46:19Z,2015-01-08T05:13:29Z
62.109.26.236,seoticket.fvds.ru.,RU,,9.3.6-P1-RedHat-9.3.6-16.P1.el5,,false,0.94,2019-04-10T09:46:26Z,2015-01-08T05:13:43Z
91.83.150.139,139.150.pool.szemernet.hu.,HU,Sandorfalva,,,false,0.89,2019-04-10T09:46:25Z,2015-01-08T05:15:09Z
188.94.229.177,ip-229-177.nltel.ru.,RU,Moscow,,,false,0.88,2019-04-10T09:46:19Z,2015-01-08T05:15:10Z
83.174.226.183,h83-174-226-183.static.bashtel.ru.,RU,Sterlitamak,,,false,0.89,2019-04-10T09:46:20Z,2015-01-08T05:15:38Z
5.39.13.130,misc-front.technosens.fr.,FR,,9.7.3-P3,,false,0.83,2019-04-10T09:46:19Z,2015-01-08T05:15:58Z
103.245.147.201,,IN,,,,false,0.90,2019-04-10T09:46:21Z,2015-01-08T05:17:17Z
92.247.179.134,,BG,Sofia,,,false,0.89,2019-04-10T09:46:19Z,2015-01-08T05:18:02Z
118.189.1.113,113.1.189.118.static.m1net.com.sg.,SG,Singapore,,,false,0.85,2019-04-10T09:46:24Z,2015-01-08T05:18:05Z
12.181.94.131,,US,Comstock Park,,,false,0.88,2019-04-10T09:46:20Z,2015-01-08T05:18:06Z
66.181.192.10,resolver1.mags.net.,US,,,,false,0.62,2019-04-10T09:46:21Z,2015-01-08T05:18:54Z
181.143.35.154,static-181-143-35-154.une.net.co.,CO,Medellín,,,false,0.84,2019-04-10T09:46:20Z,2015-01-08T05:19:17Z
121.147.169.73,,KR,,,,false,0.84,2019-04-10T09:46:31Z,2015-01-08T05:20:19Z
91.193.255.213,as42959-91-193-255-213.mol.net.ua.,UA,,,,false,0.90,2019-04-10T09:46:20Z,2015-01-08T05:21:09Z
41.215.44.99,41.215.44.99.accesskenya.com.,KE,,,,false,0.77,2019-04-10T09:46:25Z,2015-01-08T05:21:29Z
94.73.161.38,94-73-161-38.cizgi.net.tr.,TR,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.87,2019-04-10T09:46:20Z,2015-01-08T05:21:30Z
77.75.4.130,,RU,Moscow,,,false,0.84,2019-04-10T09:46:20Z,2015-01-08T05:22:30Z
211.51.233.5,,KR,,,,false,0.86,2019-04-10T09:46:25Z,2015-01-08T05:22:45Z
125.227.227.197,125-227-227-197.HINET-IP.hinet.net.,TW,Kaohsiung City,dnsmasq-2.48,,false,0.89,2019-04-10T09:46:23Z,2015-01-08T05:24:51Z
24.222.135.1,24-222-135-1.eastlink.ca.,CA,Souris,,,false,0.88,2019-04-10T09:46:21Z,2015-01-08T05:25:56Z
86.53.27.82,,GB,Ilford,,,false,0.90,2019-04-10T09:46:20Z,2015-01-08T05:26:48Z
94.42.194.13,,PL,,,,false,0.87,2019-04-10T09:46:21Z,2015-01-08T05:27:47Z
69.50.69.115,,AG,,,,false,0.83,2019-04-10T09:46:22Z,2015-01-08T05:31:20Z
210.227.76.186,svdnsml1.tte-net.co.jp.,JP,Tokyo,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.87,2019-04-10T09:46:23Z,2015-01-08T05:34:36Z
210.19.157.131,,MY,,,,false,0.90,2019-04-10T09:46:25Z,2015-01-08T05:40:34Z
168.154.160.4,osf.skchemicals.com.,KR,,,,false,0.88,2019-04-10T09:46:25Z,2015-01-08T05:55:19Z
